TITLE,死人にもち肌
DIALOGUE,永子　　　「知らないよ。男の人そういうの好きじゃん。」
DIALOGUE,本田　　　「あの･･･、しのさんのご主人って･･･。」
DIALOGUE,永子　　　「やっぱおばさんに興味あるんじゃん。」
DIALOGUE,本田　　　「いえ、あの、じゃあ、いいです。別に知りたくないです。」
DIALOGUE,永子　　　「なんか、ヒーローのふりして悪い人注意してたら、殺されちゃったんだ
DIALOGUE_CONTINUED,　　　　　　って。」
DIALOGUE,本田　　　「え･･･。それは、酷いな･･･。」
DIALOGUE,永子　　　「･･･いいから自分の事思い出したら？」
DIALOGUE,本田　　　「ああ、はい･･･。これ私のですよね。」
EMPTY,
DIRECTION,　　といって端末を見る。
EMPTY,
DIALOGUE,本田　　　「あれ。あんまりデータ残ってないな。」
DIALOGUE,永子　　　「課長がちょいちょいいじってたよ。」
EMPTY,
DIRECTION,　　永子もいっしょに覗き込む。
EMPTY,
DIALOGUE,本田　　　「開発部のコンピュータに繋いでますね。」
DIALOGUE,永子　　　「繋いだの自分でしょ。」
DIALOGUE,本田　　　「何かシミュレーションの結果みたいなのがたくさん保存されてますね。
DIALOGUE_CONTINUED,　　　　　　それで他のデータを消したのかも知れません。」
DIALOGUE,永子　　　「全然残ってないの？」
DIALOGUE,本田　　　「さっき見たのだけですね。」
DIALOGUE,永子　　　「これさ、細胞分裂しなくなるって、大丈夫なの？」
DIALOGUE,本田　　　「分裂させずに、今ある細胞を修復し続けるみたいですね。」
DIALOGUE,永子　　　「ふ～ん･･･。純度が高ければその分速く修復するって事は、一晩８時
DIALOGUE_CONTINUED,　　　　　　間として３６００かけて２８８００秒だから、五億で割ると、えっと、
DIALOGUE_CONTINUED,　　　　　　０．００００５７６秒か。拳銃の弾ってどれくらいの速さだろ。」
DIALOGUE,本田　　　「プロ野球のピッチャーが１５０キロくらいだから、」
DIALOGUE,永子　　　「10倍くらいかな？　てことは秒速にすると、一万かけて３６００で割
DIALOGUE_CONTINUED,　　　　　　るから４１７メートルだから、５７６かけて、えーっと、拳銃の弾が２
DIALOGUE_CONTINUED,　　　　　　．４センチ進む間に修復するって事か･･･。
DIALOGUE_CONTINUED,　　　　　　じゃあ、あんまり飛び散らないね。」
DIALOGUE,本田　　　「でも、ダメージはありますよね。」
EMPTY,
DIRECTION,　　永子、本田の方を見ると意外と近くにいたので
EMPTY,
DIALOGUE,永子　　　「ちょっと近いよ。」
EMPTY,
DIRECTION,　　また気まずい感じに。
EMPTY,
H1,シーン19
EMPTY,
DIRECTION,　　そこへ課長としのが食べ物を持って戻って来る。
DIRECTION_CONTINUED,　　二人とも、顔が青くなっている。
EMPTY,
DIALOGUE,課長　　　「お待たせ。･･･ん？　どうしたの？」
DIALOGUE,永子　　　「青くなってますけど。」
DIALOGUE,課長　　　「ああ、これね。何なんだろうね。」
DIALOGUE,永子　　　「いやそうじゃなくて、課長クリーム使ってましたっけ？」
DIALOGUE,課長　　　「ん、ん～、まあ、ちょっとね。とりあえず、食べよかな。」
EMPTY,
DIRECTION,　　４人、食べ物を食べながら話をする。
DIRECTION_CONTINUED,　　少し関係ない話をしてから、
EMPTY,
DIALOGUE,しの　　　「あの･･･、永子さんの知りたい事って･･･。」
DIALOGUE,永子　　　「ひとつは本田さんの事なんだけど、なんか本人も分からないって言うか
DIALOGUE_CONTINUED,　　　　　　ら」
DIALOGUE,本田　　　「原料の調査してたって事は、調査機関か、産業スパイですかね。」
DIALOGUE,課長　　　「人ごとみたいだな。え、大体、何で記憶なくしたの？」
EMPTY,
DIRECTION,　　３人、首をひねる。
EMPTY,
DIALOGUE,本田　　　「もう一回、良くデータを見てみましょうか。」
EMPTY,
DIRECTION,　　端末を見ようとすると、課長がさっと取り上げる。
EMPTY,
DIALOGUE,本田　　　「はい？」
DIALOGUE,課長　　　「食べ物触った手で、タッチパネル触らないでくれる？」
DIALOGUE,本田　　　「え、それ、私のじゃないんですか？」
DIALOGUE,課長　　　「たとえ君のだったとしても、食べ物触った手でタッチパネルを触る事は
DIALOGUE_CONTINUED,　　　　　　、ちょっと許せないんだよね。」
DIALOGUE,永子　　　「課長も触ってましたよね。これ。」
DIALOGUE,課長　　　「いや、･･･それ、食べ物かな。」
DIALOGUE,永子　　　「え、じゃあ何なんですか？」
DIALOGUE,課長　　　「えっと･･･、飲み物？」
DIALOGUE,永子　　　「じゃあちょっと飲んでみて下さいよ。」
EMPTY,
DIRECTION,　　課長、まごまごする。
DIRECTION_CONTINUED,　　本田、手を拭いている。
EMPTY,
DIALOGUE,本田　　　「では、手を拭きましたので。」
EMPTY,
DIRECTION,　　といって端末を見る。
EMPTY,
DIALOGUE,本田　　　「なるほど、ここの開発のコンピュータはすごいんですね。複雑系のシミ
DIALOGUE_CONTINUED,　　　　　　ュレーションができるコンピュータなんて、世界を探してもあんまり無
DIALOGUE_CONTINUED,　　　　　　いんじゃないですかね。」
DIALOGUE,永子　　　「何が出来るの？」
DIALOGUE,本田　　　「『モテ期の発生確率』･･･？　『モテ期』とは何でしょう。」
DIALOGUE,課長　　　「あ、それ、俺の個人的なアレだから、ちょっと消すわ。」
DIALOGUE,しの　　　「この話は、もういいんじゃないですか？」
DIALOGUE,本田　　　「そうですね、課長の個人的なデータでは、私の事は分からないでしょう
DIALOGUE_CONTINUED,　　　　　　し。いいですよ消さなくて。」
DIALOGUE,しの　　　「私海外ドラマで見たんですけど、スパイって、任務に失敗すると身分証
DIALOGUE_CONTINUED,　　　　　　明とか記録とか、全部消されるみたいですよ。」
DIALOGUE,課長　　　「うわ～、大変だね。（端末を操作して）よし、消えた。」
EMPTY,
DIRECTION,　　本田、置かれた端末を見て遠い目をする。
EMPTY,
DIALOGUE,永子　　　「消えちゃったもんはしょうがないじゃん。後でみんなで作ろうよ。本田
DIALOGUE_CONTINUED,　　　　　　さんの設定とか、ストーリーとかさ。」
DIALOGUE,本田　　　「あの、それ、今作ってもらう訳には･･･」
DIALOGUE,しの　　　「結局、ココ･プルゲンは何なんですか？」
DIALOGUE,永子　　　「これ、読んだ？」
DIALOGUE,しの　　　「はい、さっき、ちょっと。」
DIALOGUE,永子　　　「あたしもさっき読んだんだけど･･･、多分あたしたち、死ななくなっ
DIALOGUE_CONTINUED,　　　　　　てると思う。」
EMPTY,
DIRECTION,　　３人、（やっぱりか･･･）という感じ。
EMPTY,
DIALOGUE,永子　　　「でも原理が良く分からないんだよね。（本田に）分かる？」
EMPTY,
DIRECTION,　　本田、遠い目をしている。
EMPTY,
DIALOGUE,永子　　　「後で設定とストーリー作ってあげるから。」
DIALOGUE,本田　　　「いや、もう良く分かんないっス。」
DIALOGUE,課長　　　「原理は、いいじゃん。だって死なないんでしょ。そっか、それで本田さ
DIALOGUE_CONTINUED,　　　　　　ん生きてるんだ。」
DIALOGUE,本田　　　「今の私が、はたして生きていると言えるでしょうか。」
DIALOGUE,永子　　　「じゃあもう産業スパイって事にしよ。再春館製薬から送り込まれたスパ
DIALOGUE_CONTINUED,　　　　　　イって事で、いいでしょ？　ん？」
DIALOGUE,本田　　　「ああ、はい、まあ、永子さんがそう言うのなら･･･。」
EMPTY,
DIRECTION,　　課長としの、永子と本田の間に何かを感じる。
EMPTY,
DIALOGUE,課長　　　「お、二人、仲いいねえ。付き合ってんの？」
DIALOGUE,本田　　　「いえ、そういう訳では･･･。（永子に）ないんですよね？」
DIALOGUE,しの　　　「ていうか課長がそれ言っちゃ駄目です。」
DIALOGUE,永子　　　「課長、奥さん大丈夫なんですか？」
EMPTY,
DIRECTION,　　課長、端末を操作して、
EMPTY,
DIALOGUE,課長　　　「大丈夫、だよ。うん、だってこっちは死なない訳だから。そうすると寿
DIALOGUE_CONTINUED,　　　　　　命は何年になるの？　千年にしてみようか。おお、やっぱり確率上がる
DIALOGUE_CONTINUED,　　　　　　んだ。」
DIALOGUE,本田　　　「楽しそうですね。」
DIALOGUE,しの　　　「死なないという話を、あっさり信じましたね。」
DIALOGUE,永子　　　「あのさ、」
EMPTY,
DIRECTION,　　永子、銃を取り出して皆に見せる。
EMPTY,
DIALOGUE,永子　　　「ちょっと、試してみる？」
EMPTY,
H1,シーン20
EMPTY,
DIRECTION,　　なんとなく課長を撃つ雰囲気になる。
EMPTY,
DIALOGUE,課長　　　「え、俺？」
DIALOGUE,永子　　　「確認しといた方がいいでしょ？」
DIALOGUE,本田　　　「はい、いいと思います。」
DIALOGUE,しの　　　「いざという時、死んだら大変ですからね。」
DIALOGUE,課長　　　「そうか。･･･え、そうか？　その考え方、正しいか？」
DIALOGUE,永子　　　「はい、行きますよー。」
EMPTY,
DIRECTION,　　課長に銃を向ける。
EMPTY,
DIALOGUE,課長　　　「ちょっと待って、待って待って、ちょっと、待ってよ。無理だよ。無理
DIALOGUE_CONTINUED,　　　　　　無理無理無理。」
DIALOGUE,本田　　　「何がですか？」
DIALOGUE,課長　　　「こんな状況で無理だって。」
DIALOGUE,しの　　　「それは、まず雰囲気を作るとか、そういう事でしょうか？」
DIALOGUE,本田　　　「設定とストーリーを作ってやったら、いいんじゃないですか？」
DIALOGUE,課長　　　「えー、そういう問題かなぁ･･･。」
DIALOGUE,永子　　　「はい、ストーリー、考えました。」
DIALOGUE,課長　　　「いやいやいやいや、え、何で俺からなの？　本田さんからでもいいじゃ
DIALOGUE_CONTINUED,　　　　　　ん。」
DIALOGUE,本田　　　「順番が問題なんですか？　まあ私はすでに一回死んでますけど。」
DIALOGUE,課長　　　「ああ･･･。」
DIALOGUE,しの　　　「くじ引きで決めましょうか。」
EMPTY,
DIRECTION,　　といってくじを持ってくる。
DIRECTION_CONTINUED,　　４人、暫くくじを見たままけん制しあう。
EMPTY,
DIALOGUE,本田　　　「私は、いいんですよね。」
DIALOGUE,永子　　　「ああ、じゃああたしから引くよ。」
EMPTY,
DIRECTION,　　引いて、
EMPTY,
DIALOGUE,永子　　　「何これ？　･･･『缶バッジ』？」
DIALOGUE,しの　　　「おめでとうございます。（といって缶バッジを渡し）じゃあ私引きます
DIALOGUE_CONTINUED,　　　　　　。」
EMPTY,
DIRECTION,　　引いて、
EMPTY,
DIALOGUE,しの　　　「缶バッジですね。（といって缶バッジをもらう）」
EMPTY,
DIRECTION,　　しの、課長の分の缶バッジを用意する。
DIRECTION_CONTINUED,　　課長がくじを引こうとすると、
EMPTY,
DIALOGUE,本田　　　「え、もう引かなくていいんじゃないですか？」
EMPTY,
DIRECTION,　　しの、用意した缶バッジを本田にあげる。
EMPTY,
DIALOGUE,課長　　　「えー。」
DIALOGUE,永子　　　「じゃあストーリーを言います。私が、『被害者の気持ちをどう思います
DIALOGUE_CONTINUED,　　　　　　か』って聞くんで、そしたら、『痴漢されるって事は可愛いって事なの
DIALOGUE_CONTINUED,　　　　　　で自信を持てば良いと思います』って言ってください。そしたら撃ちま
DIALOGUE_CONTINUED,　　　　　　すんで。」
DIALOGUE,課長　　　「え、何それ。」
DIALOGUE,永子　　　「本田さん、キュー出して。（といって銃を構える）」
DIALOGUE,本田　　　「よーい、はい。」
DIALOGUE,課長　　　「もう構えてんじゃん。」
DIALOGUE,永子　　　「被害者の気持ちをどう思いますか？」
DIALOGUE,課長　　　「痴漢されるって事は可愛いって事なので、自信を持てば良いと思います
DIALOGUE_CONTINUED,　　　　　　。」
EMPTY,
DIRECTION,　　永子、撃つ。
DIRECTION_CONTINUED,　　課長、倒れる。
DIRECTION_CONTINUED,　　プロジェクターに課長の『死』のイメージが流れる。
DIRECTION_CONTINUED,　　３人は倒れた課長を見守っている。
DIRECTION_CONTINUED,　　映像が終わっても課長は暫く寝ている。
DIRECTION_CONTINUED,　　３人見守っている。
DIRECTION_CONTINUED,　　課長、がばっと起き上がって、
EMPTY,
DIALOGUE,課長　　　「･･･え。え、何今の。俺、死んでた？　死ぬってそういう事？　え。
DIALOGUE_CONTINUED,　　　　　　いいじゃん。何これ。いいじゃん。うぉーっ！」
DIALOGUE,しの　　　「課長、落ち着いてください。」
DIALOGUE,課長　　　「あ、本田さん。本田さんも、一回やったんだよね。いいよね、これ。す
DIALOGUE_CONTINUED,　　　　　　ごいよね。」
DIALOGUE,本田　　　「はい。私もちょっと興奮して、御堂さんに襲い掛かってしまいました。
DIALOGUE_CONTINUED,　　　　　　」
DIALOGUE,課長　　　「後でもう一回やってよ。あ、今すぐでなくていいよ。余韻に浸るから。
DIALOGUE_CONTINUED,　　　　　　」
DIALOGUE,永子　　　「じゃあ次、あたしやろっかな。」
DIALOGUE,課長　　　「おお、やった方がいいよ。やんなさい。」
DIALOGUE,永子　　　「その前に確認しとこかな。」
EMPTY,
DIRECTION,　　といって指を切る。
EMPTY,
DIALOGUE,永子　　　「痛っ。･･･あ、本当だ。すぐふさがるんだ。」
DIALOGUE,課長　　　「俺の時、いきなり撃ってたよね。はは。」
DIALOGUE,永子　　　「じゃあやります。本田さん、撃ってくれる？」
DIALOGUE,本田　　　「いいですよ。」
DIALOGUE,永子　　　「外すと死ねないから、ここで撃って。」
EMPTY,
DIRECTION,　　といって本田の銃を自分のこめかみにあてる。
EMPTY,
DIALOGUE,課長　　　「俺の時、遠くから撃ってたよね。はは。」
DIALOGUE,本田　　　「じゃあ、いくよ。」
DIALOGUE,永子　　　「うん。」
EMPTY,
DIRECTION,　　本田、撃つ。
DIRECTION_CONTINUED,　　永子、本田の胸に倒れこむ。
DIRECTION_CONTINUED,　　プロジェクターに永子の『死』のイメージが流れる。
DIRECTION_CONTINUED,　　本田は永子を支えて立っている。
DIRECTION_CONTINUED,　　映像が終わって暫くしてから、永子が起きる。
DIRECTION_CONTINUED,　　永子、照れて本田から離れる。
EMPTY,
DIALOGUE,しの　　　「･･･どうでした？」
DIALOGUE,永子　　　「･･･すごい。」
DIALOGUE,課長　　　「な、な、すごいだろ。」
DIALOGUE,永子　　　「すごい。何これ。」
DIALOGUE,課長　　　「な、ほらな。やっぱすごいんだよ！」
DIALOGUE,永子　　　「うわぁーっ！　うわぁーっ！」
EMPTY,
DIRECTION,　　永子、ぴょんぴょん飛び跳ねる。
EMPTY,
DIALOGUE,永子　　　「もう一回。もう一回やって。後で。じゃ次おばさん？　誰撃つ？　誰撃
DIALOGUE_CONTINUED,　　　　　　つの？」
DIALOGUE,しの　　　「私は、自分でやります。」
DIALOGUE,３人　　　「おお～。」
EMPTY,
DIRECTION,　　しの、こめかみに銃を当てて、撃つ。
DIRECTION_CONTINUED,　　倒れ掛かるしのを本田が抱えて椅子に座らせる。
DIRECTION_CONTINUED,　　プロジェクターにしのの『死』のイメージが流れる。
DIRECTION_CONTINUED,　　３人はしのを見守っている。
DIRECTION_CONTINUED,　　映像が終わって暫くするとしのが目を覚ます。
DIRECTION_CONTINUED,　　不思議な物を見た驚きで一杯の表情。
EMPTY,
DIALOGUE,しの　　　「これは･･･。私たちはもしかしたら、そんなに死ぬという事を、恐れ
DIALOGUE_CONTINUED,　　　　　　なくてもいいんじゃないでしょうか。」
DIALOGUE,課長　　　「本田さん、もう一回やる？　やらないんだったら、俺やろうかな。」
DIALOGUE,本田　　　「そんな事してたら弾が無くなってしまいますよ。」
DIALOGUE,永子　　　「えー。弾なくなるんだ。ドンキで買ってきてよ。」
DIALOGUE,本田　　　「あの、皆さん、一回落ち着きましょう。はい深呼吸。」
DIALOGUE,しの　　　「･･･主人もあの時、こんな感じだったんですね･･･。」
EMPTY,
DIRECTION,　　しの、少しだけ笑顔を見せる。
EMPTY,
H1,シーン21
EMPTY,
DIALOGUE,課長　　　「（興奮したまま）ちょっと、落ち着こうか。」
DIALOGUE,本田　　　「あのぉ、念のため、元に戻る方法を知っておいた方が良いんじゃないで
DIALOGUE_CONTINUED,　　　　　　しょうか。」
DIALOGUE,課長　　　「いいよぅ。どうせ戻んないでしょ？」
DIALOGUE,しの　　　「･･･私は、戻りたいですけど。」
DIALOGUE,課長　　　「ええっ？」
DIALOGUE,しの　　　「私は、ちゃんと主人と同じお墓に入りたいです。」
DIALOGUE,永子　　　「おばさん、何か普通に気配があるんだけど･･･。」
EMPTY,
DIRECTION,　　しの、戸惑う。
EMPTY,
DIALOGUE,永子　　　「･･･そっか。じゃあ御堂さんに聞けばいいの？　あたしは戻らないけ
DIALOGUE_CONTINUED,　　　　　　ど。」
DIALOGUE,課長　　　「だよね。戻らないよね。」
DIALOGUE,本田　　　「まあ、わざわざ戻る必要はないですね。」
DIALOGUE,しの　　　「課長、御堂さんに聞いてきてもらえますか。」
DIALOGUE,課長　　　「うん。」
EMPTY,
DIRECTION,　　といってドアの方へ行く。
EMPTY,
DIALOGUE,課長　　　「あれ？　ドアが開かないんだけど。まあ電話でいいか。」
DIALOGUE,永子　　　「その電話、課長の奥さん専用になってるんじゃないの？」
DIALOGUE,本田　　　「この端末から呼びかけてみましょうか。･･･パスワード、なんですか
DIALOGUE_CONTINUED,　　　　　　？」
DIALOGUE,課長　　　「パスワードは、そいつに憶えさせてあるでしょ？」
DIALOGUE,本田　　　「でも入力しろって言ってますよ。」
DIALOGUE,しの　　　「課長がデータと一緒に消したんじゃないですか？」
DIALOGUE,課長　　　「そんな事ないでしょ。ちょっと良く見せてよ。･･･これかな？」
EMPTY,
DIRECTION,　　といって何か起動すると、映画が始まる。
EMPTY,
DIALOGUE,本田　　　「それは、映像のデータですね。」
DIALOGUE,永子　　　「映画？」
EMPTY,
DIRECTION,　　４人、端末を覗き込む。
EMPTY,
DIALOGUE,しの　　　「これは、『未来惑星ザルドス』の、ラストシーンです。」
DIALOGUE,課長　　　「え、何？　未来惑星？」
DIALOGUE,しの　　　「死ななくなった人たちを、無理やり殺すお話です。」
DIALOGUE,課長　　　「本田さん何でそんな映画･･･」
DIALOGUE,永子　　　「ちょっと（しーっ）。」
EMPTY,
DIRECTION,　　４人、暫く見ている。
DIRECTION_CONTINUED,　　交響曲第７番第２楽章が流れる。
DIRECTION_CONTINUED,　　４人、自分たちを見ているような気持ちになる。
DIRECTION_CONTINUED,　　曲が終わる。
EMPTY,
DIALOGUE,永子　　　「あたし、元の体に戻ろっかな･･･。」
DIALOGUE,本田　　　「その方が、いいかも知れませんね。」
DIALOGUE,課長　　　「えーっ？　･･･へえ～。あ、そう。」
DIALOGUE,永子　　　「だって、細胞分裂しないって事はさ、新しい細胞を作り出さないって事
DIALOGUE_CONTINUED,　　　　　　でしょ？」
DIALOGUE,本田　　　「私もそれを言おうと思ったところです。古くなった細胞は、死んで入れ
DIALOGUE_CONTINUED,　　　　　　替わっていくべきですよね･･･。」
DIALOGUE,課長　　　「でも、そうすると、歳を取っちゃうじゃん。」
DIALOGUE,しの　　　「パスワードは、なかったんですか？」
DIALOGUE,課長　　　「おっかしいなあ･･･。」
EMPTY,
DIRECTION,　　本田、ドアを調べに行く。
EMPTY,
DIALOGUE,本田　　　「このドア、生体認証のセンサーがついてますね。」
DIALOGUE,永子　　　「そういやこないだ、指、やられたよね、機械で。」
DIALOGUE,しの　　　「サポートセンターは、プライバシーは厳禁だからって、言ってましたね
DIALOGUE_CONTINUED,　　　　　　。」
DIALOGUE,課長　　　「その、生体認証のセンサーが、壊れちゃったって事？」
EMPTY,
DIRECTION,　　４人、嫌な予感に襲われる。
DIRECTION_CONTINUED,　　代わる代わる、センサーにタッチするが開かない。
EMPTY,
H1,シーン22
EMPTY,
DIALOGUE,課長　　　「これ、出るときにも認証が必要なんだね、はは。」
DIALOGUE,永子　　　「パスワード、思い出せないんですか？」
DIALOGUE,課長　　　「あー、誰にも分からないようなのにしたからなぁ。」
DIALOGUE,しの　　　「誰にも分からないようにしたのに、これに憶えさせてたんですか？」
DIALOGUE,本田　　　「課長、どうやって、誰にも分からないようにしたんですか？」
DIALOGUE,課長　　　「え、どういうこと？」
DIALOGUE,本田　　　「誰にも分からないようにしようって、思ったんですよね。」
DIALOGUE,課長　　　「うん。」
DIALOGUE,本田　　　「それで、どうすれば誰にも分からなくなると、思ったんですか？」
DIALOGUE,課長　　　「ああ、電卓で、適当に計算して」
DIALOGUE,本田　　　「電卓･･･（端末を見る）。あれ、電卓ないですよ。え、電卓アプリ消
DIALOGUE_CONTINUED,　　　　　　して、映画は消してないんですか？」
DIALOGUE,課長　　　「映画は、だって、さっき観れて良かったでしょ？」
DIALOGUE,永子　　　「計算式、思い出してもらえます？」
DIALOGUE,課長　　　「え～、あ、そうか。誕生日にしたんだ。」
DIALOGUE,しの　　　「分かりやすい･･･。」
DIALOGUE,課長　　　「1976、かける６･･･」
DIALOGUE,永子　　　「えっと･･･11856、はい。」
DIALOGUE,課長　　　「割る14」
DIALOGUE,永子　　　「･･･何桁出せばいいの？」
DIALOGUE,本田　　　「あ、整数の割り算は循環小数になりますから、循環するところまででい
DIALOGUE_CONTINUED,　　　　　　いんじゃないですか？」
DIALOGUE,永子　　　「書いて。846.857142857142･･･」
DIALOGUE,本田　　　「できた。これを入るとこまで入れればいいのかな。」
DIALOGUE,課長　　　「の、ルート。」
EMPTY,
DIRECTION,　　全員課長の方を見る。
EMPTY,
DIALOGUE,本田　　　「平方根、ですか。」
DIALOGUE,永子　　　「無理。電卓ないの？」
DIALOGUE,本田　　　「携帯などはみんなロッカーに置いてますからね･･･。とりあえずパス
DIALOGUE_CONTINUED,　　　　　　ワードが何文字入るか見てみましょう。」
EMPTY,
DIRECTION,　　本田、入力して確かめる。
EMPTY,
DIALOGUE,本田　　　「16文字ですね。じゃあ小数点以下８桁残しましょう。そうすると、8
DIALOGUE_CONTINUED,　　　　　　4685714285 × (0.0001)^2 。とりあえず、素
DIALOGUE_CONTINUED,　　　　　　因数分解しましょうか。５で割れますよね。」
DIALOGUE,永子　　　「16937142857。」
DIALOGUE,本田　　　「奇数ですね。３で割れますか？」
DIALOGUE,永子　　　「割れない。」
DIALOGUE,課長　　　「え、見ただけで分かるの？」
DIALOGUE,本田　　　「７では？」
DIALOGUE,永子　　　「･･･割れないね。」
DIALOGUE,本田　　　「う～ん、桁が、大きすぎる･･･。」
DIALOGUE,課長　　　「助けが来るまで、待てばいいんじゃないの？　どうせ死なないんだしさ
DIALOGUE_CONTINUED,　　　　　　あ。」
DIALOGUE,しの　　　「･･･死なないって事は、死んでるって事なんじゃないですか？」
EMPTY,
DIRECTION,　　課長、黙る。
EMPTY,
DIALOGUE,本田　　　「しらみつぶしに計算して行くしかないか･･･。」
DIALOGUE,しの　　　「あの･･･、ニュートン法を使ったらどうでしょうか。」
EMPTY,
DIRECTION,　　y = x^2 - 84685714285
EMPTY,
DIALOGUE,しの　　　「この曲線で、y = 0 となる x を出せば良いので、まず少し大
DIALOGUE_CONTINUED,　　　　　　きめの値 x0 を決めて、そこでの接線とｘ軸が交わる点 x1 を
DIALOGUE_CONTINUED,　　　　　　求めるんです。」
DIALOGUE,本田　　　「そうか、それを繰り返せば･･･」
DIALOGUE,しの　　　「x0 から x1 を求める式は、」
EMPTY,
DIRECTION,　　x1 = x0 - (x0^2 - 84685714285) / 2x0
EMPTY,
DIALOGUE,しの　　　「x0 にとりあえず30万を入れてみましょうか。そうすると x1 
DIALOGUE_CONTINUED,　　　　　　の値は･･･」
DIALOGUE,永子　　　「えっと900億だから（暗算して）291142.8･･･」
DIALOGUE,しの　　　「あ、まだ整数部分だけでいいです。繰り上げた方がいいので、最後43
DIALOGUE_CONTINUED,　　　　　　にして、」
EMPTY,
DIRECTION,　　本田、ホワイトボードに書く。
EMPTY,
DIALOGUE,永子　　　「またさっきの式に入れればいいの？　分かった。」
EMPTY,
DIRECTION,　　永子、集中する。
EMPTY,
DIALOGUE,課長　　　「これは別に、書いて計算してもいいんじゃ･･･。」
DIALOGUE,本田・しの「しっ！」
DIALOGUE,永子　　　「･･･291008.1、だから･･･、最後９にして、」
EMPTY,
DIRECTION,　　本田、291009と書く。
DIRECTION_CONTINUED,　　永子、集中してぶつぶつ言い始める。
EMPTY,
DIALOGUE,課長　　　「時間ならあるんだからさ･･･。」
EMPTY,
DIRECTION,　　永子、課長を撃ち殺し、再び集中する。
EMPTY,
DIALOGUE,永子　　　「･･･もう整数部分が変わらないんだけど。」
DIALOGUE,しの　　　「じゃあ、桁を増やしますか･･･。」
EMPTY,
DIRECTION,　　永子、291008.1000347068と書く。
EMPTY,
DIALOGUE,永子　　　「ていうかこれ･･･、二乗するとさっきの数字になる。」
EMPTY,
DIRECTION,　　３人、顔を見合わせる。
EMPTY,
DIALOGUE,本田　　　「16桁、ありますね。」
EMPTY,
DIRECTION,　　本田、入力する。
EMPTY,
DIALOGUE,本田　　　「通った。」
EMPTY,
H1,シーン23
EMPTY,
DIRECTION,　　メッセンジャーの画面が映し出される。
DIRECTION_CONTINUED,　　本田、タイプする。
EMPTY,
DIRECTION,　　Akagi: みどうさ～ん
EMPTY,
DIALOGUE,永子　　　「あかぎ？」
DIALOGUE,しの　　　「課長の苗字です。」
EMPTY,
DIRECTION,　　Midon: なに？
DIRECTION_CONTINUED,　　Akagi: ちょっとこっちこれますか？
DIRECTION_CONTINUED,　　Midon: 急ぎ？
EMPTY,
DIALOGUE,本田　　　「ですよね。」
EMPTY,
DIRECTION,　　Akagi: しきゅうおねがいします。
DIRECTION_CONTINUED,　　Midon: 言っても良いけど、そこ青い顔の人以内？
DIRECTION_CONTINUED,　　Akagi: いますけど
DIRECTION_CONTINUED,　　Midon: じゃ無理。
EMPTY,
DIALOGUE,永子　　　「え～」
DIALOGUE,本田　　　「とりあえず、」
EMPTY,
DIRECTION,　　Akagi: わたしもいますから、だいじょうぶですよ。
DIRECTION_CONTINUED,　　Midon: じゃ青い顔の人、捕まえてて。後課長の奥さん着てるんで、連れ
DIRECTION_CONTINUED,　　て区から。
DIRECTION_CONTINUED,　　Akagi: わかりました。おねがいします。
DIRECTION_CONTINUED,　　Midon: じゃ今から
EMPTY,
DIRECTION,　　本田、メッセンジャーを閉じる。
EMPTY,
DIALOGUE,本田　　　「奥さん、来ちゃいますね･･･。」
DIALOGUE,しの　　　「とりあえず、椅子に座らせましょうか･･･。」
EMPTY,
DIRECTION,　　３人で課長を椅子に座らせる。
DIRECTION_CONTINUED,　　そこへ御堂と光子が入って来る。
DIRECTION_CONTINUED,　　御堂は道具箱のような物を持っている。
DIRECTION_CONTINUED,　　光子は後ろ手に何か持っている。
EMPTY,
H1,シーン24
EMPTY,
DIRECTION,　　御堂、３人の顔が青いのに気付き、
EMPTY,
DIALOGUE,御堂　　　「ちょ、青いじゃん。もうだめ。マジ無理（うずくまる）」
DIALOGUE,本田　　　「あの、課長の奥さん、ですよね」
DIALOGUE,光子　　　「はい･･･。」
EMPTY,
DIRECTION,　　課長が突然起き上がり興奮しだす。
EMPTY,
DIALOGUE,課長　　　「うぉーっ！　うぉーっ！」
EMPTY,
DIRECTION,　　ひとしきり騒いで、光子に気付き、
EMPTY,
DIALOGUE,課長　　　「･･･（笑顔で）おう！」
EMPTY,
DIRECTION,　　思いつめた感じの光子、刃物を取り出す。
EMPTY,
DIALOGUE,本田　　　「うわ」
DIALOGUE,光子　　　「私･･･、やっぱりこうするのが一番なんじゃないかって、思うんです
DIALOGUE_CONTINUED,　　　　　　。全部終わりにするのが、やっぱりそうするのが一番なんじゃないかっ
DIALOGUE_CONTINUED,　　　　　　て･･･。」
DIALOGUE,永子　　　「あの、違うんです。私、課長とは何でもないんです。」
DIALOGUE,光子　　　「そんな事、そんな顔で言われても･･･。」
EMPTY,
DIRECTION,　　しの、原液の小瓶をそっと光子の方へ差し出す。
DIRECTION_CONTINUED,　　課長、『こらっ』といって小瓶を引っ込める。
EMPTY,
DIALOGUE,課長　　　「お前、一人で家に篭ってて、ちょっと暗い気持ちになっちゃったんじゃ
DIALOGUE_CONTINUED,　　　　　　ないのか？」
DIALOGUE,御堂　　　「じゃ私部屋に篭るわ。」
DIALOGUE,本田　　　「いえ、いて下さい。」
EMPTY,
DIRECTION,　　御堂、怯える。特に本田を恐れているようだ。
EMPTY,
